1411,507,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,32,10,10,10,10,31,0,0,0,0
0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0
0,0,0,0,0,20,0,0,0,0,10,0,0,0,0,10,0,0,0,0
0,0,0,0,0,10,0,0,0,0,10,0,0,0,10,10,0,0,0,0
0,0,0,0,0,10,0,0,0,0,10,0,0,0,10,0,0,0,0,0
0,0,0,0,0,10,0,0,0,0,10,0,0,0,10,0,0,0,0,0
0,0,0,0,0,10,0,0,0,0,10,0,0,0,20,0,0,0,0,0
0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0
0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0
0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0
0,0,0,0,0,10,10,34,10,10,33,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
