1614,1113,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,31,11,11,11,23,21,11,30,0,0,0,0,0
0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0
0,0,0,0,0,0,0,22,0,0,0,0,0,0,10,0,0,0,0,0
0,0,0,0,0,0,0,20,0,0,0,0,0,0,10,0,0,0,0,0
0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0
0,0,0,31,11,11,11,33,0,0,0,0,0,0,10,0,0,0,0,0
0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
0,0,0,10,0,0,0,0,0,0,0,0,0,0,32,11,30,0,0,0
0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
0,0,0,10,0,0,31,11,11,11,11,23,0,0,0,0,10,0,0,0
0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,22,0,0,0
0,0,0,32,23,21,33,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
